FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4013,Prosecutions,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,309.00,309.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4013,Prosecutions,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,1430.00,1430.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,3 00,0,1646,Attorney,Annual,2,1,50004.00,100008.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,G 08,4,0635,Senior Programmer/Analyst,Annual,1,1,104736.00,104736.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,52536.00,52536.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,B 13,1,0308,Staff Assistant,Annual,1,1,52320.00,52320.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1424.00,1424.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3029,Prosecutions and Investigations,4014,Adjudications,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,786.00,786.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3041,Cable,0,,1 00,9,9679,Deputy Commissioner,Annual,1,1,109008.00,109008.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3041,Cable,0,,B 13,3,2491,Consumer Investigator II,Annual,1,1,88116.00,88116.00
Local,70,BUS AFFAIRS AND CONSUMER PROT,0100,CORPORATE FUND,1005,BUS AFFAIRS AND CONSUMER PROT,2005,BUS AFFAIRS AND CONSUMER PROT,3041,Cable,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,441.00,441.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,1 00,9,9973,Executive Director of Animal Care,Annual,1,1,138420.00,138420.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,1 00,9,9684,Deputy Director,Annual,1,1,94848.00,94848.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,BX 15,20,1302,Administrative Services Officer II,Annual,1,1,84780.00,84780.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,B 13,1,0308,Staff Assistant,Annual,1,1,66684.00,66684.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,BX 15,20,0305,Assistant to the Executive Director,Annual,1,1,62640.00,62640.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3003,Administration,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,333.00,333.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,1 00,9,9633,Member,Annual,8,0,0.00,0.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,1 00,9,9632,Chairman,Annual,1,0,0.00,0.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,B 11,1,7102,Dispatch Clerk,Annual,1,1,66684.00,66684.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,B 11,1,7102,Dispatch Clerk,Annual,1,1,50004.00,50004.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,3,1,64188.00,192564.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,4,1,58476.00,233904.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,1,1,53292.00,53292.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,1,1,50904.00,50904.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,1,1,44568.00,44568.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,1,1,42516.00,42516.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,3,1,40596.00,121788.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,2,1,38748.00,77496.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,5,1,55800.00,279000.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,2,1,67212.00,134424.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 14,2,3495,Supervisor of Animal Control Officers,Annual,1,1,64188.00,64188.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 14,2,3495,Supervisor of Animal Control Officers,Annual,1,1,73764.00,73764.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,I 14,2,3495,Supervisor of Animal Control Officers,Annual,1,1,67212.00,67212.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,BX 17,20,3493,Operations Manager of Animal Control,Annual,1,1,69684.00,69684.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,15815.00,15815.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3005,Animal Control,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,583.00,583.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 10,3,3499,Animal Care Aide I,Annual,1,1,66684.00,66684.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 10,3,3499,Animal Care Aide I,Annual,1,1,63708.00,63708.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 11,3,3497,Animal Care Aide II,Annual,1,1,55428.00,55428.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 11,3,3497,Animal Care Aide II,Annual,2,1,50004.00,100008.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 11,3,3497,Animal Care Aide II,Annual,1,1,47688.00,47688.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 11,3,3497,Animal Care Aide II,Annual,2,1,45528.00,91056.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 11,3,3497,Animal Care Aide II,Annual,1,1,43476.00,43476.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 12,3,3492,Veterinarian Assistant,Annual,1,1,54864.00,54864.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 12,3,3492,Veterinarian Assistant,Annual,1,1,60780.00,60780.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 12,3,3492,Veterinarian Assistant,Annual,1,1,50004.00,50004.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 12,3,3492,Veterinarian Assistant,Annual,1,1,47688.00,47688.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 12,3,3492,Veterinarian Assistant,Annual,3,1,63708.00,191124.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 14,3,3487,Supervisor of Animal Care Aides,Annual,1,1,73200.00,73200.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 14,3,3487,Supervisor of Animal Care Aides,Annual,1,1,60168.00,60168.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 14,3,3487,Supervisor of Animal Care Aides,Annual,1,1,57456.00,57456.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 14,3,3487,Supervisor of Animal Care Aides,Annual,1,1,76656.00,76656.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,BX 17,10,3485,Animal Shelter Manager,Annual,1,1,63516.00,63516.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,BX 13,10,3484,Animal Placement Coordinator,Annual,1,1,47424.00,47424.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,B 10,1,3483,Animal Care Clerk - Hourly,Hourly,18720,0,21.77,407534.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,3 00,0,3313,Supervising Veterinarian,Annual,1,1,110112.00,110112.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,G 10,4,3310,Veterinarian,Annual,1,1,103704.00,103704.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,G 10,4,3310,Veterinarian,Annual,1,1,121920.00,121920.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,G 10,4,3309,Veterinarian - Hourly,Hourly,520,0,49.97,25984.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,16087.00,16087.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3010,Animal Care,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,8995.00,8995.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3015,Anti-Cruelty,0,,I 12,2,3491,Animal Control Inspector,Annual,2,1,42516.00,85032.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3015,Anti-Cruelty,0,,I 12,2,3491,Animal Control Inspector,Annual,1,1,48924.00,48924.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3015,Anti-Cruelty,0,,I 12,2,3491,Animal Control Inspector,Annual,1,1,61260.00,61260.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3015,Anti-Cruelty,0,,I 12,2,3491,Animal Control Inspector,Annual,1,1,73764.00,73764.00
Local,73,COMM ANIMAL CARE AND CONTROL,0100,CORPORATE FUND,1005,COMM ANIMAL CARE AND CONTROL,2005,COMM ANIMAL CARE AND CONTROL,3015,Anti-Cruelty,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5692.00,5692.00
Local,77,LICENSE APPEAL COMMISSION,0100,CORPORATE FUND,1005,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,3005,Liquor License Revocation Appeals,0,,B 13,1,0308,Staff Assistant,Annual,1,1,66684.00,66684.00
Local,77,LICENSE APPEAL COMMISSION,0100,CORPORATE FUND,1005,LICENSE APPEAL COMMISSION,2005,LICENSE APPEAL COMMISSION,3005,Liquor License Revocation Appeals,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,333.00,333.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,1 00,9,9978,Executive Director,Annual,1,1,131688.00,131688.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,3 00,9,9718,Investigator - Ethics,Annual,1,1,72516.00,72516.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,1 00,9,9684,Deputy Director,Annual,1,1,118080.00,118080.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,BX 17,10,3092,Program Director,Annual,1,1,80916.00,80916.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,BX 17,10,1659,Legal Counsel - Board of Ethics,Annual,1,1,84780.00,84780.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,45240.00,45240.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,73752.00,73752.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,B 13,1,0308,Staff Assistant,Annual,1,1,76656.00,76656.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,BX 15,20,0305,Assistant to the Executive Director,Annual,1,1,67224.00,67224.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2685.00,2685.00
Local,78,BOARD OF ETHICS,0100,CORPORATE FUND,1005,BOARD OF ETHICS,2005,BOARD OF ETHICS,3005,Administration,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,383.00,383.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,1 00,9,9981,Commissioner of Streets and Sanitation,Annual,1,1,157092.00,157092.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,142464.00,142464.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,1 00,9,9679,Deputy Commissioner,Annual,1,1,115740.00,115740.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,1 00,9,9660,First Deputy Commissioner,Annual,1,1,142608.00,142608.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,3 00,0,1430,Policy Analyst,Annual,1,1,70380.00,70380.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,3 00,0,0365,Personal Assistant,Annual,1,1,73752.00,73752.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4000,Office of the Commissioner,BX 15,20,0305,Assistant to the Executive Director,Annual,1,1,77280.00,77280.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,2 0,8,7123,Equipment Training Specialist - MTD,Monthly,1,1,6328.00,75936.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,V 13,54,6305,Safety Specialist,Annual,1,1,52836.00,52836.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,3 00,0,0705,Director Public Affairs,Annual,1,1,62004.00,62004.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,57648.00,57648.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,41220.00,41220.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,B 13,1,0308,Staff Assistant,Annual,1,1,76656.00,76656.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,3 00,10,0289,Safety Administrator,Annual,1,1,82524.00,82524.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2286.00,2286.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,759.00,759.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4002,Administrative Support,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,383.00,383.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4003,Community Outreach,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,89436.00,89436.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4003,Community Outreach,B 12,1,0303,Administrative Assistant III,Annual,1,1,80328.00,80328.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2005,COMMISSIONER'S OFFICE,3004,Departmental Administration,4003,Community Outreach,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,402.00,402.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2006,ADMINISTRATIVE SERV DIVISION,3009,Personnel/Payroll/Legal,4013,Administrative/Personnel Services,2 0,54,7975,Tree Trimmer,Hourly,8160,0,35.64,290822.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2006,ADMINISTRATIVE SERV DIVISION,3009,Personnel/Payroll/Legal,4013,Administrative/Personnel Services,2 0,42,7633,Hoisting Engineer,Hourly,2040,0,47.10,96084.00
Local,81,DEPT STREETS AND SANITATION,0100,CORPORATE FUND,1005,COMMISSIONER'S OFFICE,2006,ADMINISTRATIVE SERV DIVISION,3009,Personnel/Payroll/Legal,4013,Administrative/Personnel Services,2 0,8,7183,Motor Truck Driver,Hourly,6120,0,34.51,211201.00
